iin	V(n001)	I(Iin)
2.025000000000066e-005	2.948598e+000	2.025000e-005
2.026000000000066e-005	2.948229e+000	2.026000e-005
2.027000000000067e-005	2.947860e+000	2.027000e-005
2.028000000000067e-005	2.947491e+000	2.028000e-005
2.029000000000067e-005	2.947123e+000	2.029000e-005
2.030000000000067e-005	2.946754e+000	2.030000e-005
2.031000000000067e-005	2.946385e+000	2.031000e-005
2.032000000000067e-005	2.946017e+000	2.032000e-005
2.033000000000067e-005	2.945648e+000	2.033000e-005
2.034000000000068e-005	2.945280e+000	2.034000e-005
2.035000000000068e-005	2.944912e+000	2.035000e-005
2.036000000000068e-005	2.944543e+000	2.036000e-005
2.037000000000068e-005	2.944175e+000	2.037000e-005
2.038000000000068e-005	2.943807e+000	2.038000e-005
2.039000000000068e-005	2.943439e+000	2.039000e-005
2.040000000000069e-005	2.943071e+000	2.040000e-005
2.041000000000069e-005	2.942703e+000	2.041000e-005
2.042000000000069e-005	2.942336e+000	2.042000e-005
2.043000000000069e-005	2.941968e+000	2.043000e-005
2.044000000000069e-005	2.941601e+000	2.044000e-005
2.045000000000069e-005	2.941233e+000	2.045000e-005
2.046000000000070e-005	2.940866e+000	2.046000e-005
2.047000000000070e-005	2.940498e+000	2.047000e-005
2.048000000000070e-005	2.940131e+000	2.048000e-005
2.049000000000070e-005	2.939764e+000	2.049000e-005
2.050000000000070e-005	2.939396e+000	2.050000e-005
2.051000000000070e-005	2.939029e+000	2.051000e-005
2.052000000000071e-005	2.938663e+000	2.052000e-005
2.053000000000071e-005	2.938296e+000	2.053000e-005
2.054000000000071e-005	2.937929e+000	2.054000e-005
2.055000000000071e-005	2.937562e+000	2.055000e-005
2.056000000000071e-005	2.937195e+000	2.056000e-005
2.057000000000071e-005	2.936829e+000	2.057000e-005
2.058000000000071e-005	2.936462e+000	2.058000e-005
2.059000000000072e-005	2.936096e+000	2.059000e-005
2.060000000000072e-005	2.935729e+000	2.060000e-005
2.061000000000072e-005	2.935363e+000	2.061000e-005
2.062000000000072e-005	2.934997e+000	2.062000e-005
2.063000000000072e-005	2.934631e+000	2.063000e-005
2.064000000000072e-005	2.934264e+000	2.064000e-005
2.065000000000073e-005	2.933898e+000	2.065000e-005
2.066000000000073e-005	2.933532e+000	2.066000e-005
2.067000000000073e-005	2.933167e+000	2.067000e-005
2.068000000000073e-005	2.932801e+000	2.068000e-005
2.069000000000073e-005	2.932435e+000	2.069000e-005
2.070000000000073e-005	2.932070e+000	2.070000e-005
2.071000000000074e-005	2.931704e+000	2.071000e-005
2.072000000000074e-005	2.931339e+000	2.072000e-005
2.073000000000074e-005	2.930973e+000	2.073000e-005
2.074000000000074e-005	2.930608e+000	2.074000e-005
2.075000000000074e-005	2.930243e+000	2.075000e-005
2.076000000000074e-005	2.929877e+000	2.076000e-005
2.077000000000075e-005	2.929512e+000	2.077000e-005
2.078000000000075e-005	2.929147e+000	2.078000e-005
2.079000000000075e-005	2.928782e+000	2.079000e-005
2.080000000000075e-005	2.928417e+000	2.080000e-005
2.081000000000075e-005	2.928052e+000	2.081000e-005
2.082000000000075e-005	2.927688e+000	2.082000e-005
2.083000000000075e-005	2.927323e+000	2.083000e-005
2.084000000000076e-005	2.926958e+000	2.084000e-005
2.085000000000076e-005	2.926594e+000	2.085000e-005
2.086000000000076e-005	2.926229e+000	2.086000e-005
2.087000000000076e-005	2.925865e+000	2.087000e-005
2.088000000000076e-005	2.925501e+000	2.088000e-005
2.089000000000076e-005	2.925137e+000	2.089000e-005
2.090000000000077e-005	2.924773e+000	2.090000e-005
2.091000000000077e-005	2.924408e+000	2.091000e-005
2.092000000000077e-005	2.924044e+000	2.092000e-005
2.093000000000077e-005	2.923680e+000	2.093000e-005
2.094000000000077e-005	2.923316e+000	2.094000e-005
2.095000000000077e-005	2.922953e+000	2.095000e-005
2.096000000000078e-005	2.922589e+000	2.096000e-005
2.097000000000078e-005	2.922225e+000	2.097000e-005
2.098000000000078e-005	2.921862e+000	2.098000e-005
2.099000000000078e-005	2.921498e+000	2.099000e-005
2.100000000000078e-005	2.921135e+000	2.100000e-005
2.101000000000078e-005	2.920772e+000	2.101000e-005
2.102000000000079e-005	2.920408e+000	2.102000e-005
2.103000000000079e-005	2.920045e+000	2.103000e-005
2.104000000000079e-005	2.919682e+000	2.104000e-005
2.105000000000079e-005	2.919319e+000	2.105000e-005
2.106000000000079e-005	2.918956e+000	2.106000e-005
2.107000000000079e-005	2.918593e+000	2.107000e-005
2.108000000000079e-005	2.918230e+000	2.108000e-005
2.109000000000080e-005	2.917867e+000	2.109000e-005
2.110000000000080e-005	2.917505e+000	2.110000e-005
2.111000000000080e-005	2.917142e+000	2.111000e-005
2.112000000000080e-005	2.916780e+000	2.112000e-005
2.113000000000080e-005	2.916417e+000	2.113000e-005
2.114000000000080e-005	2.916055e+000	2.114000e-005
2.115000000000081e-005	2.915692e+000	2.115000e-005
2.116000000000081e-005	2.915330e+000	2.116000e-005
2.117000000000081e-005	2.914968e+000	2.117000e-005
2.118000000000081e-005	2.914606e+000	2.118000e-005
2.119000000000081e-005	2.914244e+000	2.119000e-005
2.120000000000081e-005	2.913882e+000	2.120000e-005
2.121000000000082e-005	2.913520e+000	2.121000e-005
2.122000000000082e-005	2.913158e+000	2.122000e-005
2.123000000000082e-005	2.912796e+000	2.123000e-005
2.124000000000082e-005	2.912435e+000	2.124000e-005
2.125000000000082e-005	2.912073e+000	2.125000e-005
2.126000000000082e-005	2.911712e+000	2.126000e-005
2.127000000000083e-005	2.911350e+000	2.127000e-005
2.128000000000083e-005	2.910989e+000	2.128000e-005
2.129000000000083e-005	2.910627e+000	2.129000e-005
2.130000000000083e-005	2.910266e+000	2.130000e-005
2.131000000000083e-005	2.909905e+000	2.131000e-005
2.132000000000083e-005	2.909544e+000	2.132000e-005
2.133000000000083e-005	2.909183e+000	2.133000e-005
2.134000000000084e-005	2.908822e+000	2.134000e-005
2.135000000000084e-005	2.908461e+000	2.135000e-005
2.136000000000084e-005	2.908100e+000	2.136000e-005
2.137000000000084e-005	2.907739e+000	2.137000e-005
2.138000000000084e-005	2.907379e+000	2.138000e-005
2.139000000000084e-005	2.907018e+000	2.139000e-005
2.140000000000085e-005	2.906658e+000	2.140000e-005
2.141000000000085e-005	2.906297e+000	2.141000e-005
2.142000000000085e-005	2.905937e+000	2.142000e-005
2.143000000000085e-005	2.905576e+000	2.143000e-005
2.144000000000085e-005	2.905216e+000	2.144000e-005
2.145000000000085e-005	2.904856e+000	2.145000e-005
2.146000000000086e-005	2.904496e+000	2.146000e-005
2.147000000000086e-005	2.904136e+000	2.147000e-005
2.148000000000086e-005	2.903776e+000	2.148000e-005
2.149000000000086e-005	2.903416e+000	2.149000e-005
2.150000000000086e-005	2.903056e+000	2.150000e-005
2.151000000000086e-005	2.902696e+000	2.151000e-005
2.152000000000087e-005	2.902337e+000	2.152000e-005
2.153000000000087e-005	2.901977e+000	2.153000e-005
2.154000000000087e-005	2.901618e+000	2.154000e-005
2.155000000000087e-005	2.901258e+000	2.155000e-005
2.156000000000087e-005	2.900899e+000	2.156000e-005
2.157000000000087e-005	2.900539e+000	2.157000e-005
2.158000000000087e-005	2.900180e+000	2.158000e-005
2.159000000000088e-005	2.899821e+000	2.159000e-005
2.160000000000088e-005	2.899462e+000	2.160000e-005
2.161000000000088e-005	2.899103e+000	2.161000e-005
2.162000000000088e-005	2.898744e+000	2.162000e-005
2.163000000000088e-005	2.898385e+000	2.163000e-005
2.164000000000088e-005	2.898026e+000	2.164000e-005
2.165000000000089e-005	2.897667e+000	2.165000e-005
2.166000000000089e-005	2.897309e+000	2.166000e-005
2.167000000000089e-005	2.896950e+000	2.167000e-005
2.168000000000089e-005	2.896591e+000	2.168000e-005
2.169000000000089e-005	2.896233e+000	2.169000e-005
2.170000000000089e-005	2.895875e+000	2.170000e-005
2.171000000000090e-005	2.895516e+000	2.171000e-005
2.172000000000090e-005	2.895158e+000	2.172000e-005
2.173000000000090e-005	2.894799e+000	2.173000e-005
2.174000000000090e-005	2.894441e+000	2.174000e-005
2.175000000000090e-005	2.894083e+000	2.175000e-005
2.176000000000090e-005	2.893725e+000	2.176000e-005
2.177000000000091e-005	2.893367e+000	2.177000e-005
2.178000000000091e-005	2.893009e+000	2.178000e-005
2.179000000000091e-005	2.892652e+000	2.179000e-005
2.180000000000091e-005	2.892294e+000	2.180000e-005
2.181000000000091e-005	2.891936e+000	2.181000e-005
2.182000000000091e-005	2.891579e+000	2.182000e-005
2.183000000000091e-005	2.891221e+000	2.183000e-005
2.184000000000092e-005	2.890864e+000	2.184000e-005
2.185000000000092e-005	2.890506e+000	2.185000e-005
2.186000000000092e-005	2.890149e+000	2.186000e-005
2.187000000000092e-005	2.889792e+000	2.187000e-005
2.188000000000092e-005	2.889435e+000	2.188000e-005
2.189000000000092e-005	2.889077e+000	2.189000e-005
2.190000000000093e-005	2.888721e+000	2.190000e-005
2.191000000000093e-005	2.888363e+000	2.191000e-005
2.192000000000093e-005	2.888006e+000	2.192000e-005
2.193000000000093e-005	2.887650e+000	2.193000e-005
2.194000000000093e-005	2.887293e+000	2.194000e-005
2.195000000000093e-005	2.886936e+000	2.195000e-005
2.196000000000094e-005	2.886580e+000	2.196000e-005
2.197000000000094e-005	2.886223e+000	2.197000e-005
2.198000000000094e-005	2.885866e+000	2.198000e-005
2.199000000000094e-005	2.885510e+000	2.199000e-005
2.200000000000094e-005	2.885154e+000	2.200000e-005
2.201000000000094e-005	2.884797e+000	2.201000e-005
2.202000000000095e-005	2.884441e+000	2.202000e-005
2.203000000000095e-005	2.884085e+000	2.203000e-005
2.204000000000095e-005	2.883729e+000	2.204000e-005
2.205000000000095e-005	2.883373e+000	2.205000e-005
2.206000000000095e-005	2.883017e+000	2.206000e-005
2.207000000000095e-005	2.882661e+000	2.207000e-005
2.208000000000095e-005	2.882305e+000	2.208000e-005
2.209000000000096e-005	2.881949e+000	2.209000e-005
2.210000000000096e-005	2.881594e+000	2.210000e-005
2.211000000000096e-005	2.881238e+000	2.211000e-005
2.212000000000096e-005	2.880883e+000	2.212000e-005
2.213000000000096e-005	2.880527e+000	2.213000e-005
2.214000000000096e-005	2.880172e+000	2.214000e-005
2.215000000000097e-005	2.879816e+000	2.215000e-005
2.216000000000097e-005	2.879461e+000	2.216000e-005
2.217000000000097e-005	2.879106e+000	2.217000e-005
2.218000000000097e-005	2.878751e+000	2.218000e-005
2.219000000000097e-005	2.878396e+000	2.219000e-005
2.220000000000097e-005	2.878041e+000	2.220000e-005
2.221000000000098e-005	2.877686e+000	2.221000e-005
2.222000000000098e-005	2.877331e+000	2.222000e-005
2.223000000000098e-005	2.876976e+000	2.223000e-005
2.224000000000098e-005	2.876621e+000	2.224000e-005
2.225000000000098e-005	2.876266e+000	2.225000e-005
2.226000000000098e-005	2.875912e+000	2.226000e-005
2.227000000000098e-005	2.875557e+000	2.227000e-005
2.228000000000099e-005	2.875203e+000	2.228000e-005
2.229000000000099e-005	2.874849e+000	2.229000e-005
2.230000000000099e-005	2.874494e+000	2.230000e-005
2.231000000000099e-005	2.874140e+000	2.231000e-005
2.232000000000099e-005	2.873786e+000	2.232000e-005
2.233000000000099e-005	2.873432e+000	2.233000e-005
2.234000000000100e-005	2.873077e+000	2.234000e-005
2.235000000000100e-005	2.872724e+000	2.235000e-005
2.236000000000100e-005	2.872370e+000	2.236000e-005
2.237000000000100e-005	2.872016e+000	2.237000e-005
2.238000000000100e-005	2.871662e+000	2.238000e-005
2.239000000000100e-005	2.871308e+000	2.239000e-005
2.240000000000101e-005	2.870955e+000	2.240000e-005
2.241000000000101e-005	2.870601e+000	2.241000e-005
2.242000000000101e-005	2.870247e+000	2.242000e-005
2.243000000000101e-005	2.869894e+000	2.243000e-005
2.244000000000101e-005	2.869540e+000	2.244000e-005
2.245000000000101e-005	2.869187e+000	2.245000e-005
2.246000000000102e-005	2.868834e+000	2.246000e-005
2.247000000000102e-005	2.868480e+000	2.247000e-005
2.248000000000102e-005	2.868127e+000	2.248000e-005
2.249000000000102e-005	2.867774e+000	2.249000e-005
2.250000000000102e-005	2.867421e+000	2.250000e-005
2.251000000000102e-005	2.867068e+000	2.251000e-005
2.252000000000102e-005	2.866715e+000	2.252000e-005
2.253000000000103e-005	2.866363e+000	2.253000e-005
2.254000000000103e-005	2.866010e+000	2.254000e-005
2.255000000000103e-005	2.865657e+000	2.255000e-005
2.256000000000103e-005	2.865304e+000	2.256000e-005
2.257000000000103e-005	2.864952e+000	2.257000e-005
2.258000000000103e-005	2.864599e+000	2.258000e-005
2.259000000000104e-005	2.864247e+000	2.259000e-005
2.260000000000104e-005	2.863895e+000	2.260000e-005
2.261000000000104e-005	2.863542e+000	2.261000e-005
2.262000000000104e-005	2.863190e+000	2.262000e-005
2.263000000000104e-005	2.862838e+000	2.263000e-005
2.264000000000104e-005	2.862486e+000	2.264000e-005
2.265000000000105e-005	2.862134e+000	2.265000e-005
2.266000000000105e-005	2.861782e+000	2.266000e-005
2.267000000000105e-005	2.861430e+000	2.267000e-005
2.268000000000105e-005	2.861078e+000	2.268000e-005
2.269000000000105e-005	2.860726e+000	2.269000e-005
2.270000000000105e-005	2.860374e+000	2.270000e-005
2.271000000000106e-005	2.860023e+000	2.271000e-005
2.272000000000106e-005	2.859671e+000	2.272000e-005
2.273000000000106e-005	2.859320e+000	2.273000e-005
2.274000000000106e-005	2.858968e+000	2.274000e-005
2.275000000000106e-005	2.858617e+000	2.275000e-005
2.276000000000106e-005	2.858266e+000	2.276000e-005
2.277000000000106e-005	2.857914e+000	2.277000e-005
2.278000000000107e-005	2.857563e+000	2.278000e-005
2.279000000000107e-005	2.857212e+000	2.279000e-005
2.280000000000107e-005	2.856861e+000	2.280000e-005
2.281000000000107e-005	2.856510e+000	2.281000e-005
2.282000000000107e-005	2.856159e+000	2.282000e-005
2.283000000000107e-005	2.855808e+000	2.283000e-005
2.284000000000108e-005	2.855457e+000	2.284000e-005
2.285000000000108e-005	2.855107e+000	2.285000e-005
2.286000000000108e-005	2.854756e+000	2.286000e-005
2.287000000000108e-005	2.854405e+000	2.287000e-005
2.288000000000108e-005	2.854055e+000	2.288000e-005
2.289000000000108e-005	2.853704e+000	2.289000e-005
2.290000000000109e-005	2.853354e+000	2.290000e-005
2.291000000000109e-005	2.853003e+000	2.291000e-005
2.292000000000109e-005	2.852653e+000	2.292000e-005
2.293000000000109e-005	2.852303e+000	2.293000e-005
2.294000000000109e-005	2.851953e+000	2.294000e-005
2.295000000000109e-005	2.851603e+000	2.295000e-005
2.296000000000110e-005	2.851253e+000	2.296000e-005
2.297000000000110e-005	2.850903e+000	2.297000e-005
2.298000000000110e-005	2.850553e+000	2.298000e-005
2.299000000000110e-005	2.850203e+000	2.299000e-005
2.300000000000110e-005	2.849853e+000	2.300000e-005
2.301000000000110e-005	2.849503e+000	2.301000e-005
2.302000000000110e-005	2.849154e+000	2.302000e-005
2.303000000000111e-005	2.848804e+000	2.303000e-005
2.304000000000111e-005	2.848454e+000	2.304000e-005
2.305000000000111e-005	2.848105e+000	2.305000e-005
2.306000000000111e-005	2.847755e+000	2.306000e-005
2.307000000000111e-005	2.847406e+000	2.307000e-005
2.308000000000111e-005	2.847057e+000	2.308000e-005
2.309000000000112e-005	2.846708e+000	2.309000e-005
2.310000000000112e-005	2.846359e+000	2.310000e-005
2.311000000000112e-005	2.846009e+000	2.311000e-005
2.312000000000112e-005	2.845660e+000	2.312000e-005
2.313000000000112e-005	2.845311e+000	2.313000e-005
2.314000000000112e-005	2.844962e+000	2.314000e-005
2.315000000000113e-005	2.844614e+000	2.315000e-005
2.316000000000113e-005	2.844265e+000	2.316000e-005
2.317000000000113e-005	2.843916e+000	2.317000e-005
2.318000000000113e-005	2.843567e+000	2.318000e-005
2.319000000000113e-005	2.843219e+000	2.319000e-005
2.320000000000113e-005	2.842870e+000	2.320000e-005
2.321000000000114e-005	2.842522e+000	2.321000e-005
2.322000000000114e-005	2.842173e+000	2.322000e-005
2.323000000000114e-005	2.841825e+000	2.323000e-005
2.324000000000114e-005	2.841477e+000	2.324000e-005
2.325000000000114e-005	2.841129e+000	2.325000e-005
2.326000000000114e-005	2.840780e+000	2.326000e-005
2.327000000000114e-005	2.840432e+000	2.327000e-005
2.328000000000115e-005	2.840084e+000	2.328000e-005
2.329000000000115e-005	2.839736e+000	2.329000e-005
2.330000000000115e-005	2.839388e+000	2.330000e-005
2.331000000000115e-005	2.839041e+000	2.331000e-005
2.332000000000115e-005	2.838693e+000	2.332000e-005
2.333000000000115e-005	2.838345e+000	2.333000e-005
2.334000000000116e-005	2.837997e+000	2.334000e-005
2.335000000000116e-005	2.837650e+000	2.335000e-005
2.336000000000116e-005	2.837302e+000	2.336000e-005
2.337000000000116e-005	2.836955e+000	2.337000e-005
2.338000000000116e-005	2.836607e+000	2.338000e-005
2.339000000000116e-005	2.836260e+000	2.339000e-005
2.340000000000117e-005	2.835913e+000	2.340000e-005
2.341000000000117e-005	2.835566e+000	2.341000e-005
2.342000000000117e-005	2.835218e+000	2.342000e-005
2.343000000000117e-005	2.834871e+000	2.343000e-005
2.344000000000117e-005	2.834524e+000	2.344000e-005
2.345000000000117e-005	2.834177e+000	2.345000e-005
2.346000000000118e-005	2.833830e+000	2.346000e-005
2.347000000000118e-005	2.833483e+000	2.347000e-005
2.348000000000118e-005	2.833137e+000	2.348000e-005
2.349000000000118e-005	2.832790e+000	2.349000e-005
2.350000000000118e-005	2.832443e+000	2.350000e-005
2.351000000000118e-005	2.832097e+000	2.351000e-005
2.352000000000118e-005	2.831750e+000	2.352000e-005
2.353000000000119e-005	2.831404e+000	2.353000e-005
2.354000000000119e-005	2.831057e+000	2.354000e-005
2.355000000000119e-005	2.830711e+000	2.355000e-005
2.356000000000119e-005	2.830364e+000	2.356000e-005
2.357000000000119e-005	2.830018e+000	2.357000e-005
2.358000000000119e-005	2.829672e+000	2.358000e-005
2.359000000000120e-005	2.829326e+000	2.359000e-005
2.360000000000120e-005	2.828980e+000	2.360000e-005
2.361000000000120e-005	2.828634e+000	2.361000e-005
2.362000000000120e-005	2.828288e+000	2.362000e-005
2.363000000000120e-005	2.827942e+000	2.363000e-005
2.364000000000120e-005	2.827596e+000	2.364000e-005
2.365000000000121e-005	2.827250e+000	2.365000e-005
2.366000000000121e-005	2.826905e+000	2.366000e-005
2.367000000000121e-005	2.826559e+000	2.367000e-005
2.368000000000121e-005	2.826214e+000	2.368000e-005
2.369000000000121e-005	2.825868e+000	2.369000e-005
2.370000000000121e-005	2.825523e+000	2.370000e-005
2.371000000000122e-005	2.825177e+000	2.371000e-005
2.372000000000122e-005	2.824832e+000	2.372000e-005
2.373000000000122e-005	2.824487e+000	2.373000e-005
2.374000000000122e-005	2.824142e+000	2.374000e-005
2.375000000000122e-005	2.823796e+000	2.375000e-005
2.376000000000122e-005	2.823451e+000	2.376000e-005
2.377000000000122e-005	2.823106e+000	2.377000e-005
2.378000000000123e-005	2.822761e+000	2.378000e-005
2.379000000000123e-005	2.822416e+000	2.379000e-005
2.380000000000123e-005	2.822071e+000	2.380000e-005
2.381000000000123e-005	2.821727e+000	2.381000e-005
2.382000000000123e-005	2.821382e+000	2.382000e-005
2.383000000000123e-005	2.821037e+000	2.383000e-005
2.384000000000124e-005	2.820693e+000	2.384000e-005
2.385000000000124e-005	2.820348e+000	2.385000e-005
2.386000000000124e-005	2.820004e+000	2.386000e-005
2.387000000000124e-005	2.819659e+000	2.387000e-005
2.388000000000124e-005	2.819315e+000	2.388000e-005
2.389000000000124e-005	2.818970e+000	2.389000e-005
2.390000000000125e-005	2.818626e+000	2.390000e-005
2.391000000000125e-005	2.818282e+000	2.391000e-005
2.392000000000125e-005	2.817938e+000	2.392000e-005
2.393000000000125e-005	2.817594e+000	2.393000e-005
2.394000000000125e-005	2.817250e+000	2.394000e-005
2.395000000000125e-005	2.816906e+000	2.395000e-005
2.396000000000126e-005	2.816562e+000	2.396000e-005
2.397000000000126e-005	2.816218e+000	2.397000e-005
2.398000000000126e-005	2.815874e+000	2.398000e-005
2.399000000000126e-005	2.815531e+000	2.399000e-005
2.400000000000126e-005	2.815187e+000	2.400000e-005
2.401000000000126e-005	2.814843e+000	2.401000e-005
2.402000000000126e-005	2.814500e+000	2.402000e-005
2.403000000000127e-005	2.814156e+000	2.403000e-005
2.404000000000127e-005	2.813813e+000	2.404000e-005
2.405000000000127e-005	2.813470e+000	2.405000e-005
2.406000000000127e-005	2.813126e+000	2.406000e-005
2.407000000000127e-005	2.812783e+000	2.407000e-005
2.408000000000127e-005	2.812440e+000	2.408000e-005
2.409000000000128e-005	2.812097e+000	2.409000e-005
2.410000000000128e-005	2.811754e+000	2.410000e-005
2.411000000000128e-005	2.811411e+000	2.411000e-005
2.412000000000128e-005	2.811068e+000	2.412000e-005
2.413000000000128e-005	2.810725e+000	2.413000e-005
2.414000000000128e-005	2.810382e+000	2.414000e-005
2.415000000000129e-005	2.810039e+000	2.415000e-005
2.416000000000129e-005	2.809697e+000	2.416000e-005
2.417000000000129e-005	2.809354e+000	2.417000e-005
2.418000000000129e-005	2.809011e+000	2.418000e-005
2.419000000000129e-005	2.808669e+000	2.419000e-005
2.420000000000129e-005	2.808326e+000	2.420000e-005
2.421000000000130e-005	2.807984e+000	2.421000e-005
2.422000000000130e-005	2.807642e+000	2.422000e-005
2.423000000000130e-005	2.807299e+000	2.423000e-005
2.424000000000130e-005	2.806957e+000	2.424000e-005
2.425000000000130e-005	2.806615e+000	2.425000e-005
2.426000000000130e-005	2.806273e+000	2.426000e-005
2.427000000000130e-005	2.805931e+000	2.427000e-005
2.428000000000131e-005	2.805589e+000	2.428000e-005
2.429000000000131e-005	2.805247e+000	2.429000e-005
2.430000000000131e-005	2.804905e+000	2.430000e-005
2.431000000000131e-005	2.804563e+000	2.431000e-005
2.432000000000131e-005	2.804221e+000	2.432000e-005
2.433000000000131e-005	2.803879e+000	2.433000e-005
2.434000000000132e-005	2.803538e+000	2.434000e-005
2.435000000000132e-005	2.803196e+000	2.435000e-005
2.436000000000132e-005	2.802855e+000	2.436000e-005
2.437000000000132e-005	2.802513e+000	2.437000e-005
2.438000000000132e-005	2.802172e+000	2.438000e-005
2.439000000000132e-005	2.801831e+000	2.439000e-005
2.440000000000133e-005	2.801489e+000	2.440000e-005
2.441000000000133e-005	2.801148e+000	2.441000e-005
2.442000000000133e-005	2.800807e+000	2.442000e-005
2.443000000000133e-005	2.800466e+000	2.443000e-005
2.444000000000133e-005	2.800124e+000	2.444000e-005
2.445000000000133e-005	2.799783e+000	2.445000e-005
2.446000000000134e-005	2.799443e+000	2.446000e-005
2.447000000000134e-005	2.799102e+000	2.447000e-005
2.448000000000134e-005	2.798761e+000	2.448000e-005
2.449000000000134e-005	2.798420e+000	2.449000e-005
2.450000000000134e-005	2.798079e+000	2.450000e-005
2.451000000000134e-005	2.797739e+000	2.451000e-005
2.452000000000134e-005	2.797398e+000	2.452000e-005
2.453000000000135e-005	2.797057e+000	2.453000e-005
2.454000000000135e-005	2.796717e+000	2.454000e-005
2.455000000000135e-005	2.796376e+000	2.455000e-005
2.456000000000135e-005	2.796036e+000	2.456000e-005
2.457000000000135e-005	2.795696e+000	2.457000e-005
2.458000000000135e-005	2.795355e+000	2.458000e-005
2.459000000000136e-005	2.795015e+000	2.459000e-005
2.460000000000136e-005	2.794675e+000	2.460000e-005
2.461000000000136e-005	2.794335e+000	2.461000e-005
2.462000000000136e-005	2.793995e+000	2.462000e-005
2.463000000000136e-005	2.793655e+000	2.463000e-005
2.464000000000136e-005	2.793315e+000	2.464000e-005
2.465000000000137e-005	2.792975e+000	2.465000e-005
2.466000000000137e-005	2.792635e+000	2.466000e-005
2.467000000000137e-005	2.792295e+000	2.467000e-005
2.468000000000137e-005	2.791956e+000	2.468000e-005
2.469000000000137e-005	2.791616e+000	2.469000e-005
2.470000000000137e-005	2.791277e+000	2.470000e-005
2.471000000000137e-005	2.790937e+000	2.471000e-005
2.472000000000138e-005	2.790598e+000	2.472000e-005
2.473000000000138e-005	2.790258e+000	2.473000e-005
2.474000000000138e-005	2.789919e+000	2.474000e-005
2.475000000000138e-005	2.789579e+000	2.475000e-005
2.476000000000138e-005	2.789240e+000	2.476000e-005
2.477000000000138e-005	2.788901e+000	2.477000e-005
2.478000000000139e-005	2.788562e+000	2.478000e-005
2.479000000000139e-005	2.788223e+000	2.479000e-005
2.480000000000139e-005	2.787884e+000	2.480000e-005
2.481000000000139e-005	2.787545e+000	2.481000e-005
2.482000000000139e-005	2.787206e+000	2.482000e-005
2.483000000000139e-005	2.786867e+000	2.483000e-005
2.484000000000140e-005	2.786528e+000	2.484000e-005
2.485000000000140e-005	2.786190e+000	2.485000e-005
2.486000000000140e-005	2.785851e+000	2.486000e-005
2.487000000000140e-005	2.785512e+000	2.487000e-005
2.488000000000140e-005	2.785174e+000	2.488000e-005
2.489000000000140e-005	2.784835e+000	2.489000e-005
2.490000000000141e-005	2.784497e+000	2.490000e-005
2.491000000000141e-005	2.784158e+000	2.491000e-005
2.492000000000141e-005	2.783820e+000	2.492000e-005
2.493000000000141e-005	2.783482e+000	2.493000e-005
2.494000000000141e-005	2.783144e+000	2.494000e-005
2.495000000000141e-005	2.782805e+000	2.495000e-005
2.496000000000141e-005	2.782467e+000	2.496000e-005
2.497000000000142e-005	2.782129e+000	2.497000e-005
2.498000000000142e-005	2.781791e+000	2.498000e-005
2.499000000000142e-005	2.781453e+000	2.499000e-005
2.500000000000142e-005	2.781115e+000	2.500000e-005
2.501000000000142e-005	2.780777e+000	2.501000e-005
2.502000000000142e-005	2.780440e+000	2.502000e-005
2.503000000000143e-005	2.780102e+000	2.503000e-005
2.504000000000143e-005	2.779764e+000	2.504000e-005
2.505000000000143e-005	2.779427e+000	2.505000e-005
2.506000000000143e-005	2.779089e+000	2.506000e-005
2.507000000000143e-005	2.778751e+000	2.507000e-005
2.508000000000143e-005	2.778414e+000	2.508000e-005
2.509000000000144e-005	2.778077e+000	2.509000e-005
2.510000000000144e-005	2.777739e+000	2.510000e-005
2.511000000000144e-005	2.777402e+000	2.511000e-005
2.512000000000144e-005	2.777065e+000	2.512000e-005
2.513000000000144e-005	2.776727e+000	2.513000e-005
2.514000000000144e-005	2.776390e+000	2.514000e-005
2.515000000000145e-005	2.776053e+000	2.515000e-005
2.516000000000145e-005	2.775716e+000	2.516000e-005
2.517000000000145e-005	2.775379e+000	2.517000e-005
2.518000000000145e-005	2.775043e+000	2.518000e-005
2.519000000000145e-005	2.774706e+000	2.519000e-005
2.520000000000145e-005	2.774369e+000	2.520000e-005
2.521000000000145e-005	2.774032e+000	2.521000e-005
2.522000000000146e-005	2.773695e+000	2.522000e-005
2.523000000000146e-005	2.773359e+000	2.523000e-005
2.524000000000146e-005	2.773022e+000	2.524000e-005
2.525000000000146e-005	2.772686e+000	2.525000e-005
2.526000000000146e-005	2.772349e+000	2.526000e-005
2.527000000000146e-005	2.772013e+000	2.527000e-005
2.528000000000147e-005	2.771677e+000	2.528000e-005
2.529000000000147e-005	2.771340e+000	2.529000e-005
2.530000000000147e-005	2.771004e+000	2.530000e-005
2.531000000000147e-005	2.770668e+000	2.531000e-005
2.532000000000147e-005	2.770332e+000	2.532000e-005
2.533000000000147e-005	2.769995e+000	2.533000e-005
2.534000000000148e-005	2.769660e+000	2.534000e-005
2.535000000000148e-005	2.769324e+000	2.535000e-005
2.536000000000148e-005	2.768988e+000	2.536000e-005
2.537000000000148e-005	2.768652e+000	2.537000e-005
2.538000000000148e-005	2.768316e+000	2.538000e-005
2.539000000000148e-005	2.767980e+000	2.539000e-005
2.540000000000149e-005	2.767644e+000	2.540000e-005
2.541000000000149e-005	2.767309e+000	2.541000e-005
